tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
116,26:23.6,28:20.2,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,26261,Subscriber,1981,2
263,43:51.6,48:14.9,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,29260,Subscriber,1986,1
310,53:21.8,58:32.6,3185,City Hall,40.7177325,-74.043845,3270,Jersey & 6th St,40.72528911,-74.04557168,26306,Subscriber,1977,2
269,31:01.0,35:30.1,3185,City Hall,40.7177325,-74.043845,3205,JC Medical Center,40.71653978,-74.04963791,29516,Subscriber,1967,1
393,21:53.0,28:27.0,3185,City Hall,40.7177325,-74.043845,3272,Jersey & 3rd,40.72333159,-74.04595256,26205,Subscriber,1978,0
676,48:01.3,59:17.4,3185,City Hall,40.7177325,-74.043845,3268,Lafayette Park,40.71346383,-74.06285852,32831,Subscriber,1991,1
445,40:22.3,47:47.6,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,26275,Subscriber,1988,1
683,42:10.9,53:34.6,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,29523,Subscriber,1973,1
129,40:26.0,42:35.3,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,29523,Subscriber,1986,1
183,47:48.6,50:51.8,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,26217,Subscriber,1988,1
568,32:22.2,41:51.1,3185,City Hall,40.7177325,-74.043845,3268,Lafayette Park,40.71346383,-74.06285852,26305,Subscriber,1978,1
132,47:56.7,50:09.2,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,26206,Subscriber,1992,1
794,22:33.4,35:47.8,3185,City Hall,40.7177325,-74.043845,3207,Oakland Ave,40.7376037,-74.0524783,29523,Subscriber,1981,1
1013,38:44.8,55:38.8,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,29504,Customer,1969,0
1016,38:46.9,55:43.5,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,26287,Customer,1969,0
1002,38:53.0,55:35.8,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,29221,Customer,1969,0
762,24:57.0,37:39.5,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,29504,Customer,1969,0
752,24:59.1,37:31.5,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,26287,Customer,1969,0
826,19:12.4,32:59.4,3185,City Hall,40.7177325,-74.043845,3202,Newport PATH,40.7272235,-74.0337589,29504,Customer,1991,1
250,54:51.5,59:01.6,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.04630454,29598,Subscriber,1970,2
484,01:30.0,09:34.1,3185,City Hall,40.7177325,-74.043845,3639,Harborside,40.7192517,-74.034234,29577,Subscriber,1982,2
879,09:35.7,24:15.0,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,29587,Subscriber,1986,1
369,38:15.3,44:25.0,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,33636,Subscriber,1980,2
165,45:50.7,48:36.6,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.04630454,26287,Subscriber,1984,1
292,56:46.8,01:39.8,3185,City Hall,40.7177325,-74.043845,3681,Grand St,40.71517768,-74.03768331,33605,Subscriber,1988,1
512,08:29.1,17:01.6,3185,City Hall,40.7177325,-74.043845,3202,Newport PATH,40.7272235,-74.0337589,29587,Subscriber,1962,1
138,40:22.8,42:41.0,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,29484,Subscriber,1984,2
143,43:31.9,45:55.9,3185,City Hall,40.7177325,-74.043845,3481,York St,40.71649,-74.04105,29297,Subscriber,1972,1
310,41:07.1,46:18.0,3185,City Hall,40.7177325,-74.043845,3639,Harborside,40.7192517,-74.034234,33587,Subscriber,1988,1
137,51:19.8,53:36.8,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,26260,Subscriber,1994,1
374,59:15.0,05:29.1,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,26260,Subscriber,1994,1
399,20:04.3,26:43.7,3185,City Hall,40.7177325,-74.043845,3267,Morris Canal,40.71241882,-74.03852552,26261,Subscriber,1973,1
230,48:32.6,52:23.2,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,29480,Subscriber,1963,2
359,11:24.1,17:24.0,3185,City Hall,40.7177325,-74.043845,3269,Brunswick & 6th,40.72601173,-74.05038893,29288,Subscriber,1989,2
380,16:38.0,22:59.0,3185,City Hall,40.7177325,-74.043845,3269,Brunswick & 6th,40.72601173,-74.05038893,29541,Subscriber,1978,1
1017,29:57.8,46:55.2,3185,City Hall,40.7177325,-74.043845,3207,Oakland Ave,40.7376037,-74.0524783,29556,Subscriber,1982,2
88,37:25.7,38:54.6,3185,City Hall,40.7177325,-74.043845,3481,York St,40.71649,-74.04105,29598,Subscriber,1980,1
102,42:50.0,44:32.9,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,29658,Subscriber,1986,1
625,48:47.3,59:12.4,3185,City Hall,40.7177325,-74.043845,3268,Lafayette Park,40.71346383,-74.06285852,29466,Subscriber,1988,1
1068,53:15.2,11:03.6,3185,City Hall,40.7177325,-74.043845,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,26244,Subscriber,1987,1
431,00:46.4,07:57.9,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,33607,Subscriber,1977,2
286,09:51.1,14:37.4,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,26185,Subscriber,1989,1
332,12:09.7,17:41.8,3185,City Hall,40.7177325,-74.043845,3187,Warren St,40.7211236,-74.03805095,29221,Subscriber,1987,2
426,20:39.4,27:46.3,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,26239,Subscriber,1991,2
1020,24:58.9,41:59.4,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,33605,Subscriber,1992,2
477,25:59.3,33:56.8,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,29198,Subscriber,1969,1
932,56:07.6,11:40.6,3185,City Hall,40.7177325,-74.043845,3212,Christ Hospital,40.73478582,-74.05044364,29496,Subscriber,1984,1
618,24:17.5,34:36.2,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,31058,Customer,1969,0
457,24:54.8,32:32.6,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,29519,Customer,1969,0
556,25:08.5,34:25.5,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,26220,Customer,1969,0
432,25:10.7,32:23.7,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,26205,Customer,1969,0
320,25:17.3,30:37.6,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,29225,Customer,1969,0
256,38:05.1,42:21.2,3185,City Hall,40.7177325,-74.043845,3279,Dixon Mills,40.72163014,-74.04996783,26232,Subscriber,1996,2
798,11:14.5,24:33.2,3185,City Hall,40.7177325,-74.043845,3677,Glenwood Ave,40.72755147,-74.07106072,33605,Subscriber,1989,1
240,14:38.1,18:38.4,3185,City Hall,40.7177325,-74.043845,3205,JC Medical Center,40.71653978,-74.04963791,29212,Subscriber,1961,1
610,21:34.7,31:44.9,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,33006,Subscriber,1986,2
987,18:33.7,35:01.4,3185,City Hall,40.7177325,-74.043845,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,29599,Subscriber,1995,2
595,29:15.3,39:11.3,3185,City Hall,40.7177325,-74.043845,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,29652,Subscriber,1988,1
399,08:04.7,14:44.0,3185,City Hall,40.7177325,-74.043845,3202,Newport PATH,40.7272235,-74.0337589,29437,Subscriber,1986,1
278,49:39.3,54:17.9,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,26291,Subscriber,1988,2
315,06:59.3,12:15.1,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,29282,Subscriber,1987,1
374,21:51.6,28:06.0,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,29287,Subscriber,1966,1
240,51:27.4,55:28.2,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,29222,Subscriber,1975,1
72,02:57.1,04:09.7,3185,City Hall,40.7177325,-74.043845,3186,Grove St PATH,40.71958612,-74.04311746,31151,Subscriber,1993,1
257,46:43.1,51:00.3,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,26276,Subscriber,1971,1
479,13:43.7,21:42.9,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,26193,Subscriber,1965,2
168,29:38.6,32:27.1,3185,City Hall,40.7177325,-74.043845,3481,York St,40.71649,-74.04105,29287,Subscriber,1970,2
242,38:05.7,42:08.5,3185,City Hall,40.7177325,-74.043845,3275,Columbus Drive,40.7183552,-74.03891444,33626,Subscriber,1970,2
928,44:18.0,59:46.1,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,29678,Subscriber,1988,1
341,18:04.1,23:45.4,3185,City Hall,40.7177325,-74.043845,3184,Paulus Hook,40.7141454,-74.0335519,29458,Subscriber,1975,1
314,22:35.6,27:50.2,3185,City Hall,40.7177325,-74.043845,3273,Manila & 1st,40.72165072,-74.04288411,26309,Subscriber,1985,1
136,29:23.1,31:39.8,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,33575,Subscriber,1986,1
781,09:55.0,22:56.2,3185,City Hall,40.7177325,-74.043845,3194,McGinley Square,40.72533993,-74.06762213,33442,Subscriber,1970,1
414,26:06.1,33:01.0,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,26253,Subscriber,1983,2
192,27:33.7,30:46.4,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,33622,Subscriber,1979,1
211,39:43.3,43:14.7,3185,City Hall,40.7177325,-74.043845,3187,Warren St,40.7211236,-74.03805095,29591,Subscriber,1964,1
293,03:48.0,08:42.0,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,29291,Subscriber,1994,1
515,10:19.5,18:55.0,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,26178,Subscriber,1990,1
140,29:33.1,31:53.5,3185,City Hall,40.7177325,-74.043845,3186,Grove St PATH,40.71958612,-74.04311746,19473,Subscriber,1971,2
803,42:49.7,56:12.9,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,26197,Subscriber,1962,2
380,54:05.3,00:25.6,3185,City Hall,40.7177325,-74.043845,3279,Dixon Mills,40.72163014,-74.04996783,29657,Subscriber,1960,1
176,04:36.8,07:33.4,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,26217,Subscriber,1963,2
506,30:15.1,38:41.4,3185,City Hall,40.7177325,-74.043845,3639,Harborside,40.7192517,-74.034234,29608,Subscriber,1982,2
277,34:51.5,39:28.8,3185,City Hall,40.7177325,-74.043845,3275,Columbus Drive,40.7183552,-74.03891444,29447,Subscriber,1985,2
494,14:06.4,22:20.9,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,29505,Subscriber,1987,1
1427,33:40.4,57:27.6,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,33608,Subscriber,1965,1
285,40:21.3,45:07.0,3185,City Hall,40.7177325,-74.043845,3187,Warren St,40.7211236,-74.03805095,29127,Subscriber,1987,1
221,45:12.8,48:54.8,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.04630454,26297,Subscriber,1984,1
367,48:13.2,54:20.8,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,29240,Subscriber,1988,1
484,48:28.2,56:32.7,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,33560,Subscriber,1991,2
483,14:35.3,22:38.3,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,29280,Subscriber,1960,1
479,14:50.2,22:50.1,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,26276,Subscriber,1965,2
673,46:27.3,57:40.6,3185,City Hall,40.7177325,-74.043845,3268,Lafayette Park,40.71346383,-74.06285852,26242,Subscriber,1977,1
356,13:19.8,19:16.5,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,26203,Subscriber,1988,1
165,31:24.1,34:09.8,3185,City Hall,40.7177325,-74.043845,3275,Columbus Drive,40.7183552,-74.03891444,33674,Subscriber,1983,1
134,33:16.6,35:31.1,3185,City Hall,40.7177325,-74.043845,3205,JC Medical Center,40.71653978,-74.04963791,33608,Subscriber,1989,1
538,49:18.4,58:16.7,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,29263,Subscriber,1988,0
1595,07:03.3,33:39.0,3185,City Hall,40.7177325,-74.043845,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,26301,Subscriber,1978,1
419,13:31.7,20:31.6,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,29202,Subscriber,1978,1
126,17:16.0,19:22.5,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,29576,Subscriber,1967,2
96,21:26.5,23:02.8,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,26255,Subscriber,1990,1
103,53:23.1,55:06.2,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,33614,Subscriber,1986,1
270,55:46.8,00:16.9,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,33563,Subscriber,1989,1
289,24:29.2,29:18.9,3185,City Hall,40.7177325,-74.043845,3205,JC Medical Center,40.71653978,-74.04963791,29555,Subscriber,1983,1
178,18:16.3,21:14.9,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.04630454,26193,Subscriber,1973,1
1004,12:45.0,29:29.6,3185,City Hall,40.7177325,-74.043845,3270,Jersey & 6th St,40.72528911,-74.04557168,29278,Subscriber,1975,1
1220,44:59.6,05:19.6,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,29299,Subscriber,1967,1
534,05:15.2,14:09.6,3185,City Hall,40.7177325,-74.043845,3184,Paulus Hook,40.7141454,-74.0335519,33622,Subscriber,1984,1
664,07:02.9,18:07.3,3185,City Hall,40.7177325,-74.043845,3199,Newport Pkwy,40.7287448,-74.0321082,29299,Subscriber,1993,1
256,10:11.6,14:27.9,3185,City Hall,40.7177325,-74.043845,3481,York St,40.71649,-74.04105,29682,Subscriber,1988,1
306,16:16.7,21:22.9,3185,City Hall,40.7177325,-74.043845,3639,Harborside,40.7192517,-74.034234,33611,Subscriber,1991,1
389,31:02.5,37:31.8,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,29287,Subscriber,1980,1
296,12:53.7,17:50.0,3185,City Hall,40.7177325,-74.043845,3278,Monmouth and 6th,40.72568548,-74.04879034,26249,Subscriber,1980,1
712,52:01.0,03:53.8,3185,City Hall,40.7177325,-74.043845,3206,Hilltop,40.7311689,-74.0575736,26961,Customer,1969,0
118,12:11.1,14:09.4,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,26260,Subscriber,1986,1
63,13:07.1,14:10.2,3185,City Hall,40.7177325,-74.043845,3186,Grove St PATH,40.71958612,-74.04311746,26240,Subscriber,1962,1
125,16:44.7,18:50.3,3185,City Hall,40.7177325,-74.043845,3186,Grove St PATH,40.71958612,-74.04311746,29503,Subscriber,1962,1
111,20:31.3,22:23.0,3185,City Hall,40.7177325,-74.043845,3186,Grove St PATH,40.71958612,-74.04311746,26247,Subscriber,1982,2
249,24:47.4,28:56.6,3185,City Hall,40.7177325,-74.043845,3279,Dixon Mills,40.72163014,-74.04996783,29535,Subscriber,1978,1
451,34:26.4,41:57.4,3185,City Hall,40.7177325,-74.043845,3269,Brunswick & 6th,40.72601173,-74.05038893,29679,Subscriber,1985,1
861,34:54.0,49:15.4,3185,City Hall,40.7177325,-74.043845,3640,Journal Square,40.73367,-74.0625,29576,Subscriber,1988,1
1094,46:12.2,04:26.9,3185,City Hall,40.7177325,-74.043845,3193,Lincoln Park,40.7246051,-74.07840595,26306,Subscriber,1987,1
667,48:01.4,59:09.1,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,26196,Subscriber,1990,1
872,20:26.9,34:59.3,3185,City Hall,40.7177325,-74.043845,3206,Hilltop,40.7311689,-74.0575736,29292,Subscriber,1992,1
234,43:49.0,47:43.8,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,29263,Subscriber,1969,0
290,48:29.9,53:20.3,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,29641,Subscriber,1987,1
135,29:39.0,31:54.9,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,29658,Subscriber,1967,2
708,39:27.1,51:15.2,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,29674,Subscriber,1986,1
513,11:49.1,20:22.7,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,29230,Subscriber,1987,1
341,29:15.0,34:56.3,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,26248,Subscriber,1987,1
168,52:22.7,55:11.5,3185,City Hall,40.7177325,-74.043845,3483,Montgomery St,40.71942,-74.05099,26299,Subscriber,1988,0
389,19:06.6,25:36.5,3185,City Hall,40.7177325,-74.043845,3638,Washington St,40.7242941,-74.0354826,29230,Subscriber,1987,1
93,25:03.1,26:36.5,3185,City Hall,40.7177325,-74.043845,3481,York St,40.71649,-74.04105,33650,Subscriber,1969,1
366,06:35.8,12:42.2,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,29674,Subscriber,1986,1
637,29:59.0,40:36.1,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,32906,Subscriber,1992,1
490,42:51.2,51:01.4,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,26297,Customer,1969,0
446,43:35.4,51:01.6,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,29595,Customer,1969,0
262,11:49.9,16:12.9,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.04630454,33587,Subscriber,1986,1
432,20:18.0,27:30.3,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,33679,Subscriber,1986,1
680,08:57.0,20:17.1,3185,City Hall,40.7177325,-74.043845,3638,Washington St,40.7242941,-74.0354826,29515,Customer,1990,2
2273,19:58.6,57:51.7,3185,City Hall,40.7177325,-74.043845,3270,Jersey & 6th St,40.72528911,-74.04557168,33679,Customer,1969,0
2263,20:32.3,58:16.0,3185,City Hall,40.7177325,-74.043845,3270,Jersey & 6th St,40.72528911,-74.04557168,19473,Customer,1969,0
1144,24:09.7,43:14.5,3185,City Hall,40.7177325,-74.043845,3202,Newport PATH,40.7272235,-74.0337589,29678,Subscriber,1992,2
844,05:09.6,19:13.7,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,29284,Subscriber,1980,2
991,14:51.9,31:23.5,3185,City Hall,40.7177325,-74.043845,3280,Astor Place,40.7192822,-74.07126188,33595,Subscriber,1962,1
1486,42:21.6,07:08.4,3185,City Hall,40.7177325,-74.043845,3198,Heights Elevator,40.74871595,-74.0404433,29250,Subscriber,1965,1
281,08:53.8,13:35.7,3185,City Hall,40.7177325,-74.043845,3270,Jersey & 6th St,40.72528911,-74.04557168,29244,Subscriber,1968,1
277,12:52.2,17:29.9,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,25659,Subscriber,1970,1
457,28:36.3,36:13.4,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,26182,Subscriber,1987,1
611,43:57.7,54:09.5,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,29556,Subscriber,1978,1
451,58:39.0,06:10.3,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,29678,Subscriber,1990,2
235,05:24.8,09:20.3,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,29656,Subscriber,1988,2
88,53:53.7,55:22.0,3185,City Hall,40.7177325,-74.043845,3186,Grove St PATH,40.71958612,-74.04311746,29547,Subscriber,1970,1
438,05:03.9,12:22.3,3185,City Hall,40.7177325,-74.043845,3638,Washington St,40.7242941,-74.0354826,29244,Subscriber,1987,1
4543,15:45.4,31:29.2,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,29297,Customer,1969,0
285,37:20.4,42:05.8,3185,City Hall,40.7177325,-74.043845,3184,Paulus Hook,40.7141454,-74.0335519,29584,Subscriber,1991,1
410,14:25.2,21:15.6,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,29660,Subscriber,1960,1
216,00:53.6,04:29.8,3185,City Hall,40.7177325,-74.043845,3483,Montgomery St,40.71942,-74.05099,33620,Subscriber,1983,1
340,09:21.2,15:01.7,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,29584,Subscriber,1987,1
342,09:23.2,15:05.5,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,29678,Subscriber,1986,2
383,10:39.1,17:02.9,3185,City Hall,40.7177325,-74.043845,3184,Paulus Hook,40.7141454,-74.0335519,29205,Subscriber,1988,1
309,12:46.1,17:55.5,3185,City Hall,40.7177325,-74.043845,3270,Jersey & 6th St,40.72528911,-74.04557168,33580,Subscriber,1988,1
425,17:16.4,24:21.8,3185,City Hall,40.7177325,-74.043845,3639,Harborside,40.7192517,-74.034234,29634,Customer,1990,2
418,17:21.9,24:20.3,3185,City Hall,40.7177325,-74.043845,3639,Harborside,40.7192517,-74.034234,26243,Subscriber,1990,2
531,30:46.5,39:38.4,3185,City Hall,40.7177325,-74.043845,3187,Warren St,40.7211236,-74.03805095,29491,Customer,1993,1
351,26:58.7,32:50.4,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,29505,Subscriber,1989,1
465,37:00.5,44:46.3,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,33653,Subscriber,1980,1
467,58:45.3,06:32.6,3185,City Hall,40.7177325,-74.043845,3639,Harborside,40.7192517,-74.034234,29575,Customer,1993,1
204,36:10.1,39:34.9,3185,City Hall,40.7177325,-74.043845,3205,JC Medical Center,40.71653978,-74.04963791,33656,Subscriber,1967,2
1445,05:32.1,29:37.7,3185,City Hall,40.7177325,-74.043845,3202,Newport PATH,40.7272235,-74.0337589,33568,Subscriber,1992,2
415,39:35.6,46:31.3,3185,City Hall,40.7177325,-74.043845,3205,JC Medical Center,40.71653978,-74.04963791,29598,Subscriber,1971,1
416,43:08.0,50:04.4,3185,City Hall,40.7177325,-74.043845,3202,Newport PATH,40.7272235,-74.0337589,33569,Subscriber,1993,1
2479,58:53.0,40:12.3,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,26297,Subscriber,1968,1
174,31:18.7,34:12.9,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,29622,Subscriber,1981,1
369,38:50.0,44:59.8,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,33568,Subscriber,1957,1
839,51:28.7,05:28.1,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,29244,Subscriber,1977,2
2205,40:21.3,17:07.1,3185,City Hall,40.7177325,-74.043845,3186,Grove St PATH,40.71958612,-74.04311746,33620,Subscriber,1983,1
384,46:13.0,52:37.7,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,26267,Subscriber,1979,2
867,32:59.7,47:27.0,3185,City Hall,40.7177325,-74.043845,3186,Grove St PATH,40.71958612,-74.04311746,29297,Subscriber,1971,1
436,34:42.8,41:59.1,3185,City Hall,40.7177325,-74.043845,3639,Harborside,40.7192517,-74.034234,29512,Subscriber,1989,2
433,53:26.2,00:39.9,3185,City Hall,40.7177325,-74.043845,3209,Brunswick St,40.7241765,-74.0506564,29504,Subscriber,1985,2
575,06:59.5,16:35.5,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,33635,Subscriber,1969,0
574,06:59.9,16:34.3,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,29523,Subscriber,1969,0
540,20:10.6,29:11.6,3185,City Hall,40.7177325,-74.043845,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,29301,Subscriber,1986,1
428,22:53.9,30:02.4,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.04630454,33594,Subscriber,1969,0
453,41:14.8,48:48.7,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,29608,Subscriber,1981,2
3352,55:21.8,51:14.3,3185,City Hall,40.7177325,-74.043845,3205,JC Medical Center,40.71653978,-74.04963791,29583,Subscriber,1985,2
3594,55:22.4,55:16.6,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,33633,Subscriber,1982,1
1567,06:44.8,32:52.1,3185,City Hall,40.7177325,-74.043845,3199,Newport Pkwy,40.7287448,-74.0321082,33555,Subscriber,1982,1
1528,06:46.7,32:15.5,3185,City Hall,40.7177325,-74.043845,3199,Newport Pkwy,40.7287448,-74.0321082,29266,Customer,1993,2
372,42:27.2,48:39.5,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,33591,Subscriber,1994,1
547,12:23.5,21:30.9,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,26182,Subscriber,1987,2
512,05:54.3,14:27.2,3185,City Hall,40.7177325,-74.043845,3186,Grove St PATH,40.71958612,-74.04311746,33682,Subscriber,1991,1
212,26:20.0,29:52.0,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,26212,Subscriber,1969,0
107,52:42.4,54:30.0,3185,City Hall,40.7177325,-74.043845,3481,York St,40.71649,-74.04105,29468,Subscriber,1987,2
